section_id,country_code,country_name,election_region_code,election_region_name,municipality_code,municipality_name,city_region_code,city_region_name,section_code,town_code,town_name,place,voters_count,is_machine,is_mobile,is_ship,is_covid
042600018,00,България,04,Велико Търново,26,Полски Тръмбеш,,,018,65471,с. Петко Каравелово,ОУ Васил Левски - I етаж,626,1,0,0,0
042600019,00,България,04,Велико Търново,26,Полски Тръмбеш,,,019,65471,с. Петко Каравелово,ОУ Васил Левски - I етаж,710,1,0,0,0
042600020,00,България,04,Велико Търново,26,Полски Тръмбеш,,,020,40782,с. Куцина,"Читалище ""Нравственост"" І етаж",456,1,0,0,0
042600021,00,България,04,Велико Търново,26,Полски Тръмбеш,,,021,41246,с. Климентово,Сграда общ. собственост ресторант с. Климентово,634,1,0,0,0
042800001,00,България,04,Велико Търново,28,Свищов,,,001,65766,гр. Свищов,ОУ Ф.Сакелариевич - ул.А. Константинов 24,666,1,0,0,0
042800002,00,България,04,Велико Търново,28,Свищов,,,002,65766,гр. Свищов,ОУ Ф.Сакелариевич - ул.А. Константинов 24,451,1,0,0,0
042800003,00,България,04,Велико Търново,28,Свищов,,,003,65766,гр. Свищов,ОУ Ф.Сакелариевич - ул.А. Константинов 24,458,1,0,0,0
042800004,00,България,04,Велико Търново,28,Свищов,,,004,65766,гр. Свищов,Сортови семена /бивше ДЗС/,32,0,0,0,0
042800005,00,България,04,Велико Търново,28,Свищов,,,005,65766,гр. Свищов,ОУ Ф.Сакелариевич - ул.А. Константинов 24,644,1,0,0,0
042800006,00,България,04,Велико Търново,28,Свищов,,,006,65766,гр. Свищов,ОУ Ф.Сакелариевич - ул.А. Константинов 24,465,1,0,0,0
042800007,00,България,04,Велико Търново,28,Свищов,,,007,65766,гр. Свищов,ОУ Ф.Сакелариевич - ул.А. Константинов 24,716,1,0,0,0
042800009,00,България,04,Велико Търново,28,Свищов,,,009,65766,гр. Свищов,"СПГ Алеко Константинов,  ул. ""Искър"" № 19",709,1,0,0,0
042800010,00,България,04,Велико Търново,28,Свищов,,,010,65766,гр. Свищов,"СПГ Алеко Константинов,  ул. ""Искър"" № 19",576,1,0,0,0
042800011,00,България,04,Велико Търново,28,Свищов,,,011,65766,гр. Свищов,СУ Д.Благоев - ул.П. Ангелов 17,577,1,0,0,0
042800012,00,България,04,Велико Търново,28,Свищов,,,012,65766,гр. Свищов,ПДТГ -Д.Хадживасилев -ул.Д. Хадживасилев 11,525,1,0,0,0
042800013,00,България,04,Велико Търново,28,Свищов,,,013,65766,гр. Свищов,ПДТГ -Д.Хадживасилев -ул.Д. Хадживасилев 11,498,1,0,0,0
042800014,00,България,04,Велико Търново,28,Свищов,,,014,65766,гр. Свищов,ПДТГ -Д.Хадживасилев -ул.Д. Хадживасилев 11,408,1,0,0,0
042800016,00,България,04,Велико Търново,28,Свищов,,,016,65766,гр. Свищов,ПДТГ -Д.Хадживасилев -ул.Д. Хадживасилев 11,559,1,0,0,0
042800017,00,България,04,Велико Търново,28,Свищов,,,017,65766,гр. Свищов,салон на МБАЛ -ул.П. Ангелов 18,792,1,0,0,0
042800018,00,България,04,Велико Търново,28,Свищов,,,018,65766,гр. Свищов,Център за професионално обучение - ул. Княз Борис I № 1,667,1,0,0,0
042800019,00,България,04,Велико Търново,28,Свищов,,,019,65766,гр. Свищов,"Хотелски комплекс ""Корпус Юг"" - ул.П. Евтимий105",541,1,0,0,0
042800020,00,България,04,Велико Търново,28,Свищов,,,020,65766,гр. Свищов,СУ Цв.Радославов - ул. Черни връх 66,710,1,0,0,0
042800021,00,България,04,Велико Търново,28,Свищов,,,021,65766,гр. Свищов,Център за професионално обучение  - ул. Княз Борис I № 1,768,1,0,0,0
042800022,00,България,04,Велико Търново,28,Свищов,,,022,65766,гр. Свищов,Център за професионално обучение  - ул. Княз Борис I № 1,635,1,0,0,0
042800023,00,България,04,Велико Търново,28,Свищов,,,023,65766,гр. Свищов,СУ Николай Катранов ул. Христаки Павлович № 8,632,1,0,0,0
042800024,00,България,04,Велико Търново,28,Свищов,,,024,65766,гр. Свищов,СУ Николай Катранов ул. Христаки Павлович № 8,676,1,0,0,0
042800025,00,България,04,Велико Търново,28,Свищов,,,025,65766,гр. Свищов,Сградата на СПГ Алеко Константинов ул. 3-ти март № 74,521,1,0,0,0
042800026,00,България,04,Велико Търново,28,Свищов,,,026,65766,гр. Свищов,Сградата на СПГ Алеко Константинов ул. 3-ти март № 74,620,1,0,0,0
042800029,00,България,04,Велико Търново,28,Свищов,,,029,65766,гр. Свищов,МБАЛ -  ул.П. Ангелов 18,0,0,1,0,0
042800030,00,България,04,Велико Търново,28,Свищов,,,030,65766,гр. Свищов,"Дом за стари хора ""Мария Луиза"" - мест. Паметниците 1",7,0,0,0,0
042800031,00,България,04,Велико Търново,28,Свищов,,,031,65766,гр. Свищов,СУ Цв.Радославов - ул. Черни връх 66,800,1,0,0,0
042800032,00,България,04,Велико Търново,28,Свищов,,,032,65766,гр. Свищов,СУ Д.Благоев - ул.П. Ангелов 17,638,1,0,0,0
042800033,00,България,04,Велико Търново,28,Свищов,,,033,65766,гр. Свищов,СУ Д.Благоев - ул.П. Ангелов 17,534,1,0,0,0
042800034,00,България,04,Велико Търново,28,Свищов,,,034,65766,гр. Свищов,Студентско градче бл. 3,1148,1,0,0,0
042800035,00,България,04,Велико Търново,28,Свищов,,,035,65766,гр. Свищов,СУ Цв.Радославов - ул. Черни връх 66,740,1,0,0,0
042800041,00,България,04,Велико Търново,28,Свищов,,,041,237,с. Алеково,Основно училище,426,1,0,0,0
042800044,00,България,04,Велико Търново,28,Свищов,,,044,285,с. Александрово,Сградата на кметството,145,0,0,0,0
042800047,00,България,04,Велико Търново,28,Свищов,,,047,7363,с. Българско Сливово,Основно училище с. Българско Сливово,950,1,0,0,0
042800050,00,България,04,Велико Търново,28,Свищов,,,050,10118,с. Вардим,Нлуб на пенсионера - Читалище,799,1,0,0,0
042800053,00,България,04,Велико Търново,28,Свищов,,,053,16393,с. Горна Студена,Салона на кметството,314,1,0,0,0
042800056,00,България,04,Велико Търново,28,Свищов,,,056,20630,с. Деляновци,Залата на кметството,68,0,0,0,0
042800058,00,България,04,Велико Търново,28,Свищов,,,058,23431,с. Драгомирово,Сградата на кметството,443,1,0,0,0
042800062,00,България,04,Велико Търново,28,Свищов,,,062,37784,с. Козловец,Клуб на пенсионера,1033,1,0,0,0
042800065,00,България,04,Велико Търново,28,Свищов,,,065,49028,с. Морава,Клуб на пенсионера,819,1,0,0,0
042800069,00,България,04,Велико Търново,28,Свищов,,,069,53196,с. Овча Могила,Залата на читалището,533,1,0,0,0
042800070,00,България,04,Велико Търново,28,Свищов,,,070,53196,с. Овча Могила,Основно училище с. Овча могила,634,1,0,0,0
042800071,00,България,04,Велико Търново,28,Свищов,,,071,53196,с. Овча Могила,СБР-НК,0,0,1,0,0
042800073,00,България,04,Велико Търново,28,Свищов,,,073,53672,с. Ореш,Основно училище с. Ореш,676,1,0,0,0
042800074,00,България,04,Велико Търново,28,Свищов,,,074,53672,с. Ореш,Основно училище с. Ореш,593,1,0,0,0
042800078,00,България,04,Велико Търново,28,Свищов,,,078,67787,с. Совата,Кметството - партер,215,0,0,0,0
042800080,00,България,04,Велико Търново,28,Свищов,,,080,77013,с. Хаджидимитрово,Читалище,553,1,0,0,0
042800083,00,България,04,Велико Търново,28,Свищов,,,083,78121,с. Царевец,Читалище,933,1,0,0,0
042800086,00,България,04,Велико Търново,28,Свищов,,,086,80457,с. Червена,Стола на кооперацията,200,0,0,0,0
042800087,00,България,04,Велико Търново,28,Свищов,,,087,65766,гр. Свищов,"СПГ Алеко Константинов, ул. ""Искър"" № 19",740,1,0,0,0
042800088,00,България,04,Велико Търново,28,Свищов,,,088,65766,гр. Свищов,Център за професионално обучение  - ул. Княз Борис I № 1,549,1,0,0,0
042800089,00,България,04,Велико Търново,28,Свищов,,,089,65766,гр. Свищов,"Сградата на СПГ Алеко Константинов, ул. 3-ти март № 74",572,1,0,0,0
042800090,00,България,04,Велико Търново,28,Свищов,,,090,65766,гр. Свищов,СУ Цв.Радославов - ул. Черни връх 66,803,1,0,0,0
043100001,00,България,04,Велико Търново,31,Стражица,,,001,69633,гр. Стражица,"Клуб на пенсионера и инвалида ул. ""М. Друмев"" № 8",798,1,0,0,0
043100002,00,България,04,Велико Търново,31,Стражица,,,002,69633,гр. Стражица,"Заседателна зала МКБППМН  ул. ""Д. Узунов"" № 10Б бивш кл. на инвалида",770,1,0,0,0
043100003,00,България,04,Велико Търново,31,Стражица,,,003,69633,гр. Стражица,"СУ Ангел Каралийчев ул. ""Дончо Узунов"" № 13",892,1,0,0,0
043100004,00,България,04,Велико Търново,31,Стражица,,,004,69633,гр. Стражица,"Професионална гимназия ул. ""Волга"" № 3",1016,1,0,0,0
043100005,00,България,04,Велико Търново,31,Стражица,,,005,69633,гр. Стражица,"Ритуална зала ул. ""Сава Цонев"" № 2",941,1,0,0,0
043100006,00,България,04,Велико Търново,31,Стражица,,,006,730,с. Асеново,"Читалището ул. ""Втора"" № 1",579,1,0,0,0
043100007,00,България,04,Велико Търново,31,Стражица,,,007,6731,с. Бряговица,"Залата на кметството ул. ""Шеста"" № 2",347,1,0,0,0
043100008,00,България,04,Велико Търново,31,Стражица,,,008,2470,с. Балканци,"Читалището ул. ""Първа"" № 59",66,0,0,0,0
043100009,00,България,04,Велико Търново,31,Стражица,,,009,4282,с. Благоево,"Читалището ул. Христо Ботев"" № 29",340,1,0,0,0
043100010,00,България,04,Велико Търново,31,Стражица,,,010,11140,с. Виноград,"Клуб на пенсионера, пл. ""Център"" № 3",577,1,0,0,0
043100011,00,България,04,Велико Търново,31,Стражица,,,011,11466,с. Владислав,"Читалището, ул. ""Витоша"" № 1",214,0,0,0,0
043100012,00,България,04,Велико Търново,31,Стражица,,,012,17155,с. Горски Сеновец,"Читалището, ул. ""Дим. Благоев"" № 1а",189,0,0,0,0
043100013,00,България,04,Велико Търново,31,Стражица,,,013,35657,с. Камен,"Клуб на ПК, ул. ""Търговска"" № 34",597,1,0,0,0
043100014,00,България,04,Велико Търново,31,Стражица,,,014,35657,с. Камен,"Читалището, ул. ""Търговска"" № 25",664,1,0,0,0
043100015,00,България,04,Велико Търново,31,Стражица,,,015,36782,с. Кесарево,"Клуб на пенсионера, ул. П. Т. Шмид № 4",599,1,0,0,0
043100016,00,България,04,Велико Търново,31,Стражица,,,016,36782,с. Кесарево,"Залата на ПЗК, ул. ""П.Т. Шмид"" № 5",565,1,0,0,0
043100018,00,България,04,Велико Търново,31,Стражица,,,018,35078,с. Кавлак,"Обредна зала /до читалището/, ул. ""1-ва"" № 36",20,0,0,0,0
043100019,00,България,04,Велико Търново,31,Стражица,,,019,44046,с. Лозен,"Клуб на пенсионера, ул. ""1-ва"" № 14",258,0,0,0,0
043100020,00,България,04,Велико Търново,31,Стражица,,,020,48341,с. Мирово,"Кметството, ул. Магистрална"" № 30",118,0,0,0,0
043100021,00,България,04,Велико Търново,31,Стражица,,,021,51593,с. Николаево,"Кметството, ул. Първа № 27",46,0,0,0,0
043100022,00,България,04,Велико Търново,31,Стражица,,,022,51799,с. Нова Върбовка,"Клуб на кметството, ул. ""1-ва"" № 56",153,0,0,0,0
043100023,00,България,04,Велико Търново,31,Стражица,,,023,52060,с. Ново Градище,"Младежки клуб, ул. ""1-ва"" № 14",70,0,0,0,0
043100026,00,България,04,Велико Търново,31,Стражица,,,026,70408,с. Сушица,"Заседателна зала на кметството, ул. ""Г. Димитров"" № 4",538,1,0,0,0
043100030,00,България,04,Велико Търново,31,Стражица,,,030,80203,с. Царски Извор,"Кметството, ул. ""Г. Димитров"" № 10",585,1,0,0,0
043200001,00,България,04,Велико Търново,32,Сухиндол,,,001,70295,гр. Сухиндол,"СОУ Кл.Охридски, сграда № 1 - ул. Росица 78",496,1,0,0,0
043200002,00,България,04,Велико Търново,32,Сухиндол,,,002,70295,гр. Сухиндол,"СОУ Кл. Охридски, сграда № 2 - ул. Росица 32",571,1,0,0,0
043200003,00,България,04,Велико Търново,32,Сухиндол,,,003,70295,гр. Сухиндол,"СОУ Кл.Охридски, сграда № 1- ул. Росица 78",508,1,0,0,0
043200004,00,България,04,Велико Търново,32,Сухиндол,,,004,39582,с. Красно Градище,Клуба на селото - ул. Първа 10а,56,0,0,0,0
043200005,00,България,04,Велико Търново,32,Сухиндол,,,005,17192,с. Горско Калугерово,Клуба на селото -ул. Петнадесета №2,40,0,0,0,0
043200006,00,България,04,Велико Търново,32,Сухиндол,,,006,7661,с. Бяла Река,Клуба на селото - ул. Първа № 52,121,0,0,0,0
043200007,00,България,04,Велико Търново,32,Сухиндол,,,007,17208,с. Горско Косово,Клуба на селото - ул. Първа № 19,68,0,0,0,0
043200008,00,България,04,Велико Търново,32,Сухиндол,,,008,37561,с. Коевци,Клуба на селото - ул. Осма № 2,80,0,0,0,0
050100001,00,България,05,Видин,01,Белоградчик,,,001,3616,гр. Белоградчик,"ул. ""Княз Александър Батенберг"" №6, Социална трапезария",567,1,0,0,0
050100002,00,България,05,Видин,01,Белоградчик,,,002,3616,гр. Белоградчик,"ул. ""Васил Левски"" №4, Младежки дом",430,1,0,0,0
050100003,00,България,05,Видин,01,Белоградчик,,,003,3616,гр. Белоградчик,"пл. ""Възраждане"" №1, Читалище",480,1,0,0,0
050100004,00,България,05,Видин,01,Белоградчик,,,004,3616,гр. Белоградчик,"ул. ""Княз Борис І "" №6",366,1,0,0,0
050100005,00,България,05,Видин,01,Белоградчик,,,005,3616,гр. Белоградчик,"ул. ""Княз Борис I"", №34, Художествена галерия",527,1,0,0,0
050100006,00,България,05,Видин,01,Белоградчик,,,006,3616,гр. Белоградчик,"бул.""Съединение"" №6, Техникум ""А.С. Попов""",772,1,0,0,0
050100007,00,България,05,Видин,01,Белоградчик,,,007,3616,гр. Белоградчик,"бул.""Съединение"" №6, Техникум ""А.С. Попов""",746,1,0,0,0
050100008,00,България,05,Видин,01,Белоградчик,,,008,3616,гр. Белоградчик,"бул. ""Съединение"" №39, Обществена трапезария",873,1,0,0,0
050100009,00,България,05,Видин,01,Белоградчик,,,009,5582,с. Боровица,Кметството,72,0,0,0,0
050100010,00,България,05,Видин,01,Белоградчик,,,010,81459,с. Чифлик,Кметството (включва селата Чифлик и Пролазница),49,0,0,0,0
050100011,00,България,05,Видин,01,Белоградчик,,,011,61011,с. Рабиша,Читалището,179,0,0,0,0
050100012,00,България,05,Видин,01,Белоградчик,,,012,58092,с. Праужда,Кметството ,21,0,0,0,0
050100013,00,България,05,Видин,01,Белоградчик,,,013,62339,с. Раяновци,Читалището,54,0,0,0,0
050100014,00,България,05,Видин,01,Белоградчик,,,014,68655,с. Стакевци,Кметството (включва селата Стакевци и Крачимир),81,0,0,0,0
050100015,00,България,05,Видин,01,Белоградчик,,,015,17734,с. Гранитово,Кметството,30,0,0,0,0
050100016,00,България,05,Видин,01,Белоградчик,,,016,24431,с. Дъбравка,Кметството (включва селата Дъбравка и Граничак),24,0,0,0,0
050100017,00,България,05,Видин,01,Белоградчик,,,017,65173,с. Салаш,Читалището,74,0,0,0,0
050100018,00,България,05,Видин,01,Белоградчик,,,018,54517,с. Ошане,Кметството ,39,0,0,0,0
050100019,00,България,05,Видин,01,Белоградчик,,,019,10937,с. Вещица,"Кметството (включва селата Вещица, Струиндол, Върба, Сливовник)",21,0,0,0,0
050300001,00,България,05,Видин,03,Бойница,,,001,5195,с. Бойница,"Пенсионерски клуб, ул. ""Пуйо Войвода"" №28",298,0,0,0,0
050300002,00,България,05,Видин,03,Бойница,,,002,5428,с. Бориловец,"Пенсионерски клуб,ул.""Г. Димитров"" №13(с. Бориловец, с. Шипикова махала)",84,0,0,0,0
050300003,00,България,05,Видин,03,Бойница,,,003,17614,с. Градсковски Колиби,"Кметството, ул. ""Първа"" №76",17,0,0,0,0
050300004,00,България,05,Видин,03,Бойница,,,004,55868,с. Периловец,"Кметството, ул. ""Седма"" №2",26,0,0,0,0
050300005,00,България,05,Видин,03,Бойница,,,005,61039,с. Раброво,"Читалището, ул. ""Втора"" №4 (за селата Раброво и Каниц)",230,0,0,0,0
050300006,00,България,05,Видин,03,Бойница,,,006,83329,с. Шишенци,"Читалище ""Поляна"",  ул. ""Първа"" №13, I етаж",53,0,0,0,0
050600001,00,България,05,Видин,06,Брегово,,,001,6224,гр. Брегово,"СУ ""Св.Св. Кирил и Методий"", к-т по професионална подготовка",535,1,0,0,0
050600002,00,България,05,Видин,06,Брегово,,,002,6224,гр. Брегово,"СУ ""Св.Св. Кирил и Методий"", к-т по история и цивилизация",484,1,0,0,0
050600003,00,България,05,Видин,06,Брегово,,,003,6224,гр. Брегово,Бивша ПГ -  кабинет трактори,470,1,0,0,0
050600004,00,България,05,Видин,06,Брегово,,,004,6224,гр. Брегово,Бивша ПГ  - кабинет правилник ,457,1,0,0,0
050600005,00,България,05,Видин,06,Брегово,,,005,63700,с. Ракитница,"Читалище ""Светлина"" - малкият салон",308,1,0,0,0
050600006,00,България,05,Видин,06,Брегово,,,006,72518,с. Тияновци,"Читалище ""Пробуда"" - библиотека (за селата Тияновци и Калина)",38,0,0,0,0
050600007,00,България,05,Видин,06,Брегово,,,007,18304,с. Гъмзово,Клуб на пенсионера,498,1,0,0,0
050600008,00,България,05,Видин,06,Брегово,,,008,12317,с. Връв,"Читалище ""Съзнание"" - помещение",213,0,0,0,0
050600009,00,България,05,Видин,06,Брегово,,,009,38772,с. Косово,Училищна сграда  - класна стая,297,0,0,0,0
050600010,00,България,05,Видин,06,Брегово,,,010,20568,с. Делейна,Общинска сграда - център,180,0,0,0,0
050600011,00,България,05,Видин,06,Брегово,,,011,2395,с. Балей,"Читалище ""Просвета"" - младежки клуб",287,0,0,0,0
050600012,00,България,05,Видин,06,Брегово,,,012,40441,с. Куделин,"Читалище ""Светлина"" - библиотека",210,0,0,0,0
050900001,00,България,05,Видин,09,Видин,,,001,10971,гр. Видин,"кв. ""Заводско селище"", Клуб на пенсионера ",352,1,0,0,0
050900002,00,България,05,Видин,09,Видин,,,002,10971,гр. Видин,"жк"" Химик"", ул. ""Горазд"" №67, Филиал ""Радост"" на ДГ ""Славейче""",612,1,0,0,0
050900003,00,България,05,Видин,09,Видин,,,003,10971,гр. Видин,"жк"" Химик"", ул. ""Горазд"" №67, Филиал ""Радост"" на ДГ ""Славейче""",529,1,0,0,0
050900004,00,България,05,Видин,09,Видин,,,004,10971,гр. Видин,"жк"" Химик"", ул. ""Горазд"" №67, Филиал ""Радост"" на ДГ ""Славейче""",547,1,0,0,0
050900005,00,България,05,Видин,09,Видин,,,005,10971,гр. Видин,"ул. ""Горазд"" №36, ДГ ""Славейче""",585,1,0,0,0
050900006,00,България,05,Видин,09,Видин,,,006,10971,гр. Видин,"ул. ""Горазд"" №23, СУ ""Св.Св. Кирил и Методий""",687,1,0,0,0
050900007,00,България,05,Видин,09,Видин,,,007,10971,гр. Видин,"ул. ""Горазд"" №23, СУ ""Св.Св. Кирил и Методий""",670,1,0,0,0
050900008,00,България,05,Видин,09,Видин,,,008,10971,гр. Видин,"ул. ""Горазд"" №23, СУ ""Св.Св. Кирил и Методий""",605,1,0,0,0
050900009,00,България,05,Видин,09,Видин,,,009,10971,гр. Видин,"ул. ""Горазд"" №23, СУ ""Св.Св. Кирил и Методий""",528,1,0,0,0
050900010,00,България,05,Видин,09,Видин,,,010,10971,гр. Видин,"ул. ""Горазд"" №23, СУ ""Св.Св. Кирил и Методий""",768,1,0,0,0
050900011,00,България,05,Видин,09,Видин,,,011,10971,гр. Видин,"ул.""Екзарх Йосиф I"" №17, ОУ ""Св. Климент Охридски""",434,1,0,0,0
050900012,00,България,05,Видин,09,Видин,,,012,10971,гр. Видин,"ул.""Екзарх Йосиф I"" №17, ОУ ""Св. Климент Охридски""",658,1,0,0,0
050900013,00,България,05,Видин,09,Видин,,,013,10971,гр. Видин,"ул.""Екзарх Йосиф I"" №17, ОУ ""Св. Климент Охридски""",668,1,0,0,0
050900014,00,България,05,Видин,09,Видин,,,014,10971,гр. Видин,"ул. ""Баба Тонка"" №1, Филиал ""Здравец"" на ДГ ""Русалка""",656,1,0,0,0
050900015,00,България,05,Видин,09,Видин,,,015,10971,гр. Видин,"ул. ""Баба Тонка"" №1, Филиал ""Здравец"" на ДГ ""Русалка""",565,1,0,0,0
050900016,00,България,05,Видин,09,Видин,,,016,10971,гр. Видин,"ул. ""Владикина""  №57, СУ "" Христо Ботев""",608,1,0,0,0
050900017,00,България,05,Видин,09,Видин,,,017,10971,гр. Видин,"ул. ""Владикина"" №57, СУ "" Христо Ботев""",600,1,0,0,0
050900018,00,България,05,Видин,09,Видин,,,018,10971,гр. Видин,"ул. ""Св. Ромил Видински""  №76, ДГ ""Русалка"", ",499,1,0,0,0
050900019,00,България,05,Видин,09,Видин,,,019,10971,гр. Видин,"ул. ""Владикина"" №57, СУ "" Христо Ботев""",485,1,0,0,0
050900020,00,България,05,Видин,09,Видин,,,020,10971,гр. Видин,"ул. ""Екзарх Йосиф I "" №53, ОУ ""Отец Паисий"" ",597,1,0,0,0
050900021,00,България,05,Видин,09,Видин,,,021,10971,гр. Видин,"ул. ""Екзарх Йосиф I "" №53, ОУ ""Отец Паисий"" ",542,1,0,0,0
050900022,00,България,05,Видин,09,Видин,,,022,10971,гр. Видин,"ул. ""Екзарх Йосиф I "" №53, ОУ ""Отец Паисий"" ",652,1,0,0,0
050900023,00,България,05,Видин,09,Видин,,,023,10971,гр. Видин,"ул. ""Екзарх Йосиф I "" №53, ОУ ""Отец Паисий"" ",740,1,0,0,0
050900024,00,България,05,Видин,09,Видин,,,024,10971,гр. Видин,"ул. ""Екзарх Йосиф I "" №53, ОУ ""Отец Паисий"" ",602,1,0,0,0
050900025,00,България,05,Видин,09,Видин,,,025,10971,гр. Видин,"ул.""Г.С.Раковски""№11, Сградата на старото училище ""Г.С. Раковски""",594,1,0,0,0
050900026,00,България,05,Видин,09,Видин,,,026,10971,гр. Видин,"ул.""Г.С.Раковски""№11, Сградата на старото училище ""Г.С. Раковски""",596,1,0,0,0
050900027,00,България,05,Видин,09,Видин,,,027,10971,гр. Видин," ул. ""Цар Симеон Велики""  №101, ОУ ""Иван Вазов""",681,1,0,0,0
050900028,00,България,05,Видин,09,Видин,,,028,10971,гр. Видин,"ул. ""Л. Каравелов"" №31, ОУ ""Любен Каравелов"" ",730,1,0,0,0
050900029,00,България,05,Видин,09,Видин,,,029,10971,гр. Видин,"ж.к. ""В. Левски"" (до бл. №2), Филиал ""Щастливо детство"" на ДГ ""Зорница""",716,1,0,0,0
050900030,00,България,05,Видин,09,Видин,,,030,10971,гр. Видин,"ж.к. ""В. Левски"" (до бл. №2), Филиал ""Щастливо детство"" на ДГ ""Зорница""",572,1,0,0,0
050900031,00,България,05,Видин,09,Видин,,,031,10971,гр. Видин,"ж.к. ""В. Левски"" (до бл. №2), Филиал ""Щастливо детство"" на ДГ ""Зорница""",659,1,0,0,0
050900032,00,България,05,Видин,09,Видин,,,032,10971,гр. Видин,"ж.к. ""В. Левски"" (до бл. №2), Филиал ""Щастливо детство"" на ДГ ""Зорница""",658,1,0,0,0
050900033,00,България,05,Видин,09,Видин,,,033,10971,гр. Видин,"ж.к. ""Вида"", Филиал ""Вида"" на ДГ ""Синчец"" ",607,1,0,0,0
050900034,00,България,05,Видин,09,Видин,,,034,10971,гр. Видин,"ж.к. ""Вида"", Филиал ""Вида"" на ДГ ""Синчец"" ",572,1,0,0,0
050900035,00,България,05,Видин,09,Видин,,,035,10971,гр. Видин,"ж.к. ""Вида"", Филиал ""Вида"" на ДГ ""Синчец"" ",522,1,0,0,0
050900036,00,България,05,Видин,09,Видин,,,036,10971,гр. Видин,"ж.к. ""Вида"", Филиал ""Вида"" на ДГ ""Синчец"" ",652,1,0,0,0
050900037,00,България,05,Видин,09,Видин,,,037,10971,гр. Видин,"ул. ""Л. Каравелов"" №31, ОУ ""Любен Каравелов"" ",579,1,0,0,0
050900038,00,България,05,Видин,09,Видин,,,038,10971,гр. Видин,"ул. ""Л. Каравелов"" №31, ОУ ""Любен Каравелов"" ",698,1,0,0,0
050900039,00,България,05,Видин,09,Видин,,,039,10971,гр. Видин,"ул. ""Л. Каравелов"" №31, ОУ ""Любен Каравелов"" ",678,1,0,0,0
050900040,00,България,05,Видин,09,Видин,,,040,10971,гр. Видин,"ул. ""Л. Каравелов"" №31, ОУ ""Любен Каравелов"" ",726,1,0,0,0
050900041,00,България,05,Видин,09,Видин,,,041,10971,гр. Видин,"ул. ""Цар Симеон Велики"" №101, ОУ ""Иван Вазов""",759,1,0,0,0
050900042,00,България,05,Видин,09,Видин,,,042,10971,гр. Видин,"ул. ""Цар Симеон Велики"" №101, ОУ ""Иван Вазов""",630,1,0,0,0
050900043,00,България,05,Видин,09,Видин,,,043,10971,гр. Видин,"ул. ""Цар Симеон Велики"" №101, ОУ ""Иван Вазов""",683,1,0,0,0
050900044,00,България,05,Видин,09,Видин,,,044,10971,гр. Видин,"ул. ""Търговска"" №6, СУ ""Цар Симеон Велики""",454,1,0,0,0
050900045,00,България,05,Видин,09,Видин,,,045,10971,гр. Видин,"ул. ""Търговска"" №6, СУ ""Цар Симеон Велики""",255,0,0,0,0
050900046,00,България,05,Видин,09,Видин,,,046,10971,гр. Видин,"ул. ""Княз Борис I"" №25, ППМГ ""Екзарх Антим I""",537,1,0,0,0
050900047,00,България,05,Видин,09,Видин,,,047,10971,гр. Видин,"ул. ""Княз Борис I"" №25, ППМГ ""Екзарх Антим I""",614,1,0,0,0
050900048,00,България,05,Видин,09,Видин,,,048,10971,гр. Видин,"ул. ""Княз Борис I"" №25, ППМГ ""Екзарх Антим I""",470,1,0,0,0
050900049,00,България,05,Видин,09,Видин,,,049,10971,гр. Видин,"ул. ""Княз Борис I"" №25, ППМГ ""Екзарх Антим I""",576,1,0,0,0
050900050,00,България,05,Видин,09,Видин,,,050,10971,гр. Видин,"ул. ""Йеромонах Лазар"" №10, Филиал  ""Незабравка"" на ДГ ""Арабела"" ",723,1,0,0,0
050900051,00,България,05,Видин,09,Видин,,,051,10971,гр. Видин,"ул. ""Йеромонах Лазар"" №10, Филиал ""Незабравка"" на ДГ ""Арабела"" ",644,1,0,0,0
050900052,00,България,05,Видин,09,Видин,,,052,10971,гр. Видин,"ул.""П.Р.Славейков"" №26, СУ ""П.Р. Славейков""",739,1,0,0,0
050900053,00,България,05,Видин,09,Видин,,,053,10971,гр. Видин,"ж.к. ""Крум Бъчваров"", ул. ""Райко Жинзифов"" №26, ДГ ""Синчец""",696,1,0,0,0
050900054,00,България,05,Видин,09,Видин,,,054,10971,гр. Видин,"ж.к. ""Крум Бъчваров"", ул. ""Райко Жинзифов"" №26, ДГ ""Синчец""",616,1,0,0,0
050900055,00,България,05,Видин,09,Видин,,,055,10971,гр. Видин,"ж.к. ""Крум Бъчваров"", ул. ""Райко Жинзифов"" №26, ДГ ""Синчец""",554,1,0,0,0
050900056,00,България,05,Видин,09,Видин,,,056,10971,гр. Видин,"ул.""П.Р.Славейков"" №26, СУ ""П.Р. Славейков""",645,1,0,0,0
050900057,00,България,05,Видин,09,Видин,,,057,10971,гр. Видин,"ул.""П.Р.Славейков"" №26, СУ ""П.Р. Славейков""",692,1,0,0,0
050900058,00,България,05,Видин,09,Видин,,,058,10971,гр. Видин,"ул.""П.Р.Славейков"" №26, СУ ""П.Р. Славейков""",662,1,0,0,0
050900059,00,България,05,Видин,09,Видин,,,059,10971,гр. Видин,"ул.""П.Р. Славейков"" №28, ГПЧЕ ""Йордан Радичков""",608,1,0,0,0
050900060,00,България,05,Видин,09,Видин,,,060,10971,гр. Видин,"ул.""П.Р. Славейков"" №28, ГПЧЕ ""Йордан Радичков""",548,1,0,0,0
